Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Salary,Chrome 131.0.0.0,,,26-12-2024 14:51:54,26-12-2024 14:52:25,31.488s,FAILED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,26-12-2024 14:51:54,26-12-2024 14:52:08,14.179s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,26-12-2024 14:51:54,26-12-2024 14:51:54,0.022s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,26-12-2024 14:51:54,26-12-2024 14:51:55,1.420s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,26-12-2024 14:51:55,26-12-2024 14:51:55,0.001s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,26-12-2024 14:51:55,26-12-2024 14:52:05,9.767s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,26-12-2024 14:52:05,26-12-2024 14:52:05,0.007s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,26-12-2024 14:52:05,26-12-2024 14:52:06,1.188s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,26-12-2024 14:52:06,26-12-2024 14:52:06,0.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,26-12-2024 14:52:06,26-12-2024 14:52:06,0.256s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,26-12-2024 14:52:06,26-12-2024 14:52:06,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,26-12-2024 14:52:06,26-12-2024 14:52:08,1.427s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/Salary_2,Chrome 131.0.0.0,,,26-12-2024 14:52:08,26-12-2024 14:52:25,17.075s,PASSED
