Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/div_Actions_oxd-table-cell oxd-padding-cell""))",Chrome 131.0.0.0,,,27-12-2024 09:26:51,27-12-2024 09:26:52,1.912s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/a_Contact Details""))",Chrome 131.0.0.0,,,27-12-2024 09:26:52,27-12-2024 09:26:56,3.200s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 1_oxd-input oxd-input--focus""), Street1)",Chrome 131.0.0.0,,,27-12-2024 09:26:56,27-12-2024 09:26:58,2.171s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 2_oxd-input oxd-input--active""), Street2)",Chrome 131.0.0.0,,,27-12-2024 09:26:58,27-12-2024 09:26:58,0.497s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_City_oxd-input oxd-input--active""), City)",Chrome 131.0.0.0,,,27-12-2024 09:26:58,27-12-2024 09:26:59,0.498s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_StateProvince_oxd-input oxd-input--active""), State)",Chrome 131.0.0.0,,,27-12-2024 09:26:59,27-12-2024 09:26:59,0.465s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_ZipPostal Code_oxd-input oxd-input--active""), ZipCode)",Chrome 131.0.0.0,,,27-12-2024 09:26:59,27-12-2024 09:27:00,0.492s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,27-12-2024 09:27:00,27-12-2024 09:27:00,0.263s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Country]))",Chrome 131.0.0.0,,,27-12-2024 09:27:00,27-12-2024 09:27:00,0.462s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Home_oxd-input oxd-input--focus""), Tel_Home)",Chrome 131.0.0.0,,,27-12-2024 09:27:00,27-12-2024 09:27:01,0.714s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Mobile_oxd-input oxd-input--focus""), Tell_Mobile)",Chrome 131.0.0.0,,,27-12-2024 09:27:01,27-12-2024 09:27:02,0.494s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Work_oxd-input oxd-input--focus""), Tel_Work)",Chrome 131.0.0.0,,,27-12-2024 09:27:02,27-12-2024 09:27:02,0.497s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Work Email_oxd-input oxd-input--active""), Email_Work)",Chrome 131.0.0.0,,,27-12-2024 09:27:02,27-12-2024 09:27:03,0.494s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Other Email_oxd-input oxd-input--focu_8ec2d9""), Email_Other)",Chrome 131.0.0.0,,,27-12-2024 09:27:03,27-12-2024 09:27:04,1.430s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/button_Save""))",Chrome 131.0.0.0,,,27-12-2024 09:27:04,27-12-2024 09:27:05,0.473s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Contact_Details,Chrome 131.0.0.0,,,27-12-2024 09:27:05,27-12-2024 09:27:23,17.912s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,27-12-2024 09:27:05,27-12-2024 09:27:06,1.258s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input""), Fullname)",Chrome 131.0.0.0,,,27-12-2024 09:27:06,27-12-2024 09:27:08,2.045s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/button_Search""))",Chrome 131.0.0.0,,,27-12-2024 09:27:08,27-12-2024 09:27:08,0.468s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/div_Actions_oxd-table-cell oxd-padding-cell""))",Chrome 131.0.0.0,,,27-12-2024 09:27:08,27-12-2024 09:27:10,1.604s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/a_Contact Details""))",Chrome 131.0.0.0,,,27-12-2024 09:27:10,27-12-2024 09:27:14,3.485s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 1_oxd-input oxd-input--focus""), Street1)",Chrome 131.0.0.0,,,27-12-2024 09:27:14,27-12-2024 09:27:16,2.204s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 2_oxd-input oxd-input--active""), Street2)",Chrome 131.0.0.0,,,27-12-2024 09:27:16,27-12-2024 09:27:16,0.505s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_City_oxd-input oxd-input--active""), City)",Chrome 131.0.0.0,,,27-12-2024 09:27:16,27-12-2024 09:27:17,0.507s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_StateProvince_oxd-input oxd-input--active""), State)",Chrome 131.0.0.0,,,27-12-2024 09:27:17,27-12-2024 09:27:17,0.496s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_ZipPostal Code_oxd-input oxd-input--active""), ZipCode)",Chrome 131.0.0.0,,,27-12-2024 09:27:17,27-12-2024 09:27:18,0.498s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,27-12-2024 09:27:18,27-12-2024 09:27:18,0.267s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Country]))",Chrome 131.0.0.0,,,27-12-2024 09:27:18,27-12-2024 09:27:18,0.462s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Home_oxd-input oxd-input--focus""), Tel_Home)",Chrome 131.0.0.0,,,27-12-2024 09:27:18,27-12-2024 09:27:19,0.724s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Mobile_oxd-input oxd-input--focus""), Tell_Mobile)",Chrome 131.0.0.0,,,27-12-2024 09:27:19,27-12-2024 09:27:20,0.497s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Work_oxd-input oxd-input--focus""), Tel_Work)",Chrome 131.0.0.0,,,27-12-2024 09:27:20,27-12-2024 09:27:20,0.501s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Work Email_oxd-input oxd-input--active""), Email_Work)",Chrome 131.0.0.0,,,27-12-2024 09:27:20,27-12-2024 09:27:21,0.499s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Other Email_oxd-input oxd-input--focu_8ec2d9""), Email_Other)",Chrome 131.0.0.0,,,27-12-2024 09:27:21,27-12-2024 09:27:22,1.420s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/button_Save""))",Chrome 131.0.0.0,,,27-12-2024 09:27:22,27-12-2024 09:27:23,0.456s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Contact_Details,Chrome 131.0.0.0,,,27-12-2024 09:27:23,27-12-2024 09:27:40,17.107s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,27-12-2024 09:27:23,27-12-2024 09:27:24,1.345s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input""), Fullname)",Chrome 131.0.0.0,,,27-12-2024 09:27:24,27-12-2024 09:27:26,2.129s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/button_Search""))",Chrome 131.0.0.0,,,27-12-2024 09:27:26,27-12-2024 09:27:27,0.467s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/div_Actions_oxd-table-cell oxd-padding-cell""))",Chrome 131.0.0.0,,,27-12-2024 09:27:27,27-12-2024 09:27:28,1.472s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/a_Contact Details""))",Chrome 131.0.0.0,,,27-12-2024 09:27:28,27-12-2024 09:27:31,2.870s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 1_oxd-input oxd-input--focus""), Street1)",Chrome 131.0.0.0,,,27-12-2024 09:27:31,27-12-2024 09:27:33,2.076s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_Street 2_oxd-input oxd-input--active""), Street2)",Chrome 131.0.0.0,,,27-12-2024 09:27:33,27-12-2024 09:27:33,0.495s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_City_oxd-input oxd-input--active""), City)",Chrome 131.0.0.0,,,27-12-2024 09:27:33,27-12-2024 09:27:34,0.471s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_StateProvince_oxd-input oxd-input--active""), State)",Chrome 131.0.0.0,,,27-12-2024 09:27:34,27-12-2024 09:27:34,0.496s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/input_ZipPostal Code_oxd-input oxd-input--active""), ZipCode)",Chrome 131.0.0.0,,,27-12-2024 09:27:34,27-12-2024 09:27:35,0.489s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Contact_Details/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,27-12-2024 09:27:35,27-12-2024 09:27:35,0.266s,PASSED
