Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Employee_Salary_Update,Chrome 131.0.0.0,,,26-12-2024 17:52:01,26-12-2024 17:53:13,1m - 12.324s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Login,Chrome 131.0.0.0,,,26-12-2024 17:52:01,26-12-2024 17:52:19,17.980s,PASSED
"comment(""Step 1: Open a new browser instance"")",Chrome 131.0.0.0,,,26-12-2024 17:52:01,26-12-2024 17:52:01,0.023s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,26-12-2024 17:52:01,26-12-2024 17:52:03,1.412s,PASSED
"comment(""Step 2: Navigate to the OrangeHRM login page"")",Chrome 131.0.0.0,,,26-12-2024 17:52:03,26-12-2024 17:52:03,0.001s,PASSED
navigateToUrl(URL),Chrome 131.0.0.0,,,26-12-2024 17:52:03,26-12-2024 17:52:16,13.333s,PASSED
"comment(""Step 3: Enter the username into the username input field"")",Chrome 131.0.0.0,,,26-12-2024 17:52:16,26-12-2024 17:52:16,0.003s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Username_username""), Username)",Chrome 131.0.0.0,,,26-12-2024 17:52:16,26-12-2024 17:52:17,1.442s,PASSED
"comment(""Step 4: Enter the encrypted password into the password input field"")",Chrome 131.0.0.0,,,26-12-2024 17:52:17,26-12-2024 17:52:17,0.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/input_Password_password""), Password)",Chrome 131.0.0.0,,,26-12-2024 17:52:17,26-12-2024 17:52:18,0.263s,PASSED
"comment(""Step 5: Click the login button to submit the login form"")",Chrome 131.0.0.0,,,26-12-2024 17:52:18,26-12-2024 17:52:18,0.006s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Page_OrangeHRM/button_Login""))",Chrome 131.0.0.0,,,26-12-2024 17:52:18,26-12-2024 17:52:19,1.415s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/Salary_2,Chrome 131.0.0.0,,,26-12-2024 17:52:19,26-12-2024 17:52:39,19.553s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,26-12-2024 17:52:19,26-12-2024 17:52:22,3.243s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/input""), Fullname)",Chrome 131.0.0.0,,,26-12-2024 17:52:22,26-12-2024 17:52:24,1.871s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/button_Search""))",Chrome 131.0.0.0,,,26-12-2024 17:52:24,26-12-2024 17:52:25,0.468s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/div_0034008""))",Chrome 131.0.0.0,,,26-12-2024 17:52:25,26-12-2024 17:52:26,1.459s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/a_Salary""))",Chrome 131.0.0.0,,,26-12-2024 17:52:26,26-12-2024 17:52:29,3.176s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/button_Add""))",Chrome 131.0.0.0,,,26-12-2024 17:52:29,26-12-2024 17:52:31,1.897s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/input_Salary Component_oxd-input oxd-input--focus""), Salary_Component)",Chrome 131.0.0.0,,,26-12-2024 17:52:31,26-12-2024 17:52:32,0.708s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Salary_2/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,26-12-2024 17:52:32,26-12-2024 17:52:32,0.034s,PASSED
